ASIN,Brand,Title,Category,BuyBox,#,Fulfillment ,Price,FBA fee,Sales,Revenue,BSR,Rating,Review Count,Review Velocity,Dimensions,Weight,Size Tier,Images,Listing Creation Date,,
"B06Y6212TK","HUSAN","HUSAN Great Gift Toy for Children Kids Code Electronic Piggy Banks Mini ATM Electronic Coin Bank Coin Box for Children Fun Toy, Red","Toys & Games","HUSAN","1","FBA","23.99","9.00","4,889","117,287.11","1,205","4.5","2,890","458","10.6x12.0x2.9","1","Large Standard-Size","7","12/01/2018",,
"B0008JGW96","Le Guerandais","Guerande 'Fleur De Sel' Sea Salt,4.4 oz, pack of 2","Grocery & Gourmet Food","N/A","7","FBA","7.98","4.00","546","4,357.08","13,952","5","284","33","3.4x6.0x3.2","0.7","Large Standard-Size","2","n/a",,
"B019G6DSDE","Visit Amazon's Robert Bryndza Page","The Girl in the Ice: A gripping serial killer thriller (Detective Erika Foster Book 1)","Kindle Store","N/A","1","N/A","2.99","0.00",,,"27,432","4.5","14,682","0","n/a","n/a","n/a","1","n/a",,
"B085GN68LC","Chefman","Chefman TurboFry 2 Liter Air Fryer, Dishwasher Safe Basket & Tray, Use Little To No Oil For Healthy Food, 30 Minute Timer, Fry Healthier Meals Fast, Heat And Power Indicator Light, Temp Control, Black","Kitchen & Dining","Amazon","1","AMZ","42.01","18.00","7,940","333,559.40","332","4.5","2,998","482","10.5x14.2x10.2","7.37","Small Oversize","8","03/04/2020",,
"B081M7TFWS","Visit Amazon's Fiona Davis Page","The Lions of Fifth Avenue: A Novel","Kindle Store","N/A","n/a","N/A","13.99","0.00",,,"697","4.5","898","0","n/a","n/a","n/a",,"n/a",,
"B079DBS447","Visit Amazon's John Grisham Page","The Reckoning: A Novel","Kindle Store","N/A","1","N/A","9.99","0.00",,,"2,970","4","10,268","0","n/a","n/a","n/a","1","n/a",,
"B07H7YQ4PJ","($) AiKiddo","($) Baby Muslin Washcloths 10 Pack, 6 Layers Natural Muslin Cotton Baby Wipes, Newborn Baby Face Towel for Sensitive Skin, Baby Registry as Shower Gift Set, Extra Soft, Breathable, 12x12 inches (Blue-Gree","($) Baby","($) rainbow10705","1","FBA","13.59","5.00","57","774.63","15,746","4.5","127","14","8.3x9.7x1.9","0.6","Large Standard-Size","9","n/a",,
"B07R6MMMSW","($) AOKESI","($) AOKESI Friction Powered Cars Push and Go Toys Car Construction Toys Toddler Trucks Set of 4 Tractor, Cement Mixer, Bulldozer & Dump Truck for Boys Age 1 2 3 Ideal Baby Kid Gift","($) Toys & Games","($) AOKESI","1","FBA","16.99","7.39","311","5,283.89","18,138","5","212","40","7.6x8.9x3.2","1.12","Large Standard-Size","7","n/a",,
"B07DJ8PTV5","($) CocoBear","($) Baby Forehead Thermometer, Infrared Non-Contact Thermometer for Adult, Kids, Baby, Accurate Instant Readings No Touch Infrared Thermometer with 3 in 1 Digital LCD Display for Indoor and Outdoor Use","($) Baby","($) ATK-Tech","3","FBA","29.99","7.00","357","10,706.43","6,369","4.5","921","71","4.1x6.4x1.8","0.2","Large Standard-Size","7","n/a",,
"B08F1588NW","($) micmi","($) Non-Contact Forehead Thermometer, Instant Readings Forehead Thermometer with LCD Display","($) Baby","($) Micmi","1","FBA","22.99","0.00","12","275.88","42,518","5","1","0","2.0x4.0x1.0","0.2","Large Standard-Size","5","n/a",,
"0593135938","Visit Amazon's Tiffany Jenkins Page","High Achiever: The Incredible True Story of One Addict's Double Life","Books","Amazon","38","AMZ","12.19","7.11","1,317","16,054.23","990","5","7,551","720","5.0x7.6x1.1","0.75","Large Standard-Size","2","n/a",,
"B06Y6212TK","HUSAN","HUSAN Great Gift Toy for Children Kids Code Electronic Piggy Banks Mini ATM Electronic Coin Bank Coin Box for Children Fun Toy, Red","Toys & Games","HUSAN","1","FBA","23.99","9.00","4,889","117,287.11","1,205","4.5","2,890","458","10.6x12.0x2.9","1","Large Standard-Size","7","12/01/2018",,
"0593191382","Visit Amazon's Nick Hornby Page","Just Like You: A Novel","Books","Amazon","1","AMZ","20.19","9.00","312","6,299.28","1,244","4","47","0","6.3x9.4x1.4","1.26","Large Standard-Size","1","n/a",,
"B0008JGW96","Le Guerandais","Guerande 'Fleur De Sel' Sea Salt,4.4 oz, pack of 2","Grocery & Gourmet Food","N/A","7","FBA","7.98","4.00","546","4,357.08","13,952","5","284","33","3.4x6.0x3.2","0.7","Large Standard-Size","2","n/a",,
"1501134639","Visit Amazon's Adam Higginbotham Page","Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster","Books","Amazon","27","AMZ","12.74","8.00","717","9,134.58","4,034","5","2,891","531","5.5x8.5x1.5","1.09","Large Standard-Size","2","n/a",,
"1455570249","Admiral William H. McRaven","Make Your Bed: Little Things That Can Change Your Life...And Maybe the World","Books","Amazon","17","AMZ","11.48","6.15","2,797","32,109.56","356","4.5","10,327","1537","5.3x7.5x0.7","0.49","Small Standard-Size","2","n/a",,
"1642500178","Visit Amazon's Marlene Wagman-Geller Page","Women of Means: The Fascinating Biographies of Royals, Heiresses, Eccentrics and Other Poor Little Rich Girls (Bios of Royalty and Rich & Famous, for Fans of Lady in Waiting)","Books","Amazon","29","AMZ","14.49","7.00","319","4,622.31","15,452","4","410","87","5.5x8.4x1.1","0.69","Large Standard-Size","1","n/a",,
"B07WZF2K71","Ecowaare","Ecowaare 15 Pack Reusable Produce Bags, See Through Zero Waste Mesh Bags for Grocery Shopping Fruit Vegetable and Toys Storage, Eco Friendly and BPA Free - Medium Size 12'x14'","Kitchen & Dining","YiHong Life","1","FBA","8.49","4.00","16,867","143,200.83","77","4.5","14,256","2828","3.2x11.0x3.0","0.38","Large Standard-Size","7","08/26/2019",,
"B086QYSFVN","($) getbear","($) Forehead Thermometer - Non-Contact Infrared Forehead and Ear Thermometer with Fever Alarm – Ideal for Babies, Infants, Children, Adults, Surface and Room Use","($) Industrial & Scientific","($) UEPhone","1","FBA","32.99","8.00","679","22,400.21","26,060","4","91","16","5.0x7.1x2.0","0.25","Large Standard-Size","6","04/03/2020",,
"B089W9B1PH","($) UTK","($) UTK Forehead Infrared Thermometer, Non-Contact Digital Thermometer for Kids and Adults, High Accurate Readings for School Office Use","($) Baby","($) UTK Technology store","1","FBA","59.99","12.00","13","779.87","26,793","4.5","8","0","4.1x6.1x1.6","0.23","Large Standard-Size","7","n/a",,
"B0050DIWFC","Visit Amazon's William Landay Page","Defending Jacob: A Novel","Kindle Store","N/A","1","N/A","12.99","0.00",,,"12,328","4.5","10,474","0","n/a","n/a","n/a","1","n/a",,
"B085C6J29D","Visit Amazon's David Baldacci Page","Daylight (An Atlee Pine Thriller Book 3)","Kindle Store","N/A","n/a","N/A","14.99","0.00",,,"563","0","0","0","n/a","n/a","n/a","1","n/a",,
"B00Z96QRFM","Allen Eskens","The Life We Bury","Unknown","N/A","1","N/A","22.04","0.00",,,"1,549","4.5","7,437","139","n/a","n/a","n/a","1","n/a",,
"B085GN68LC","Chefman","Chefman TurboFry 2 Liter Air Fryer, Dishwasher Safe Basket & Tray, Use Little To No Oil For Healthy Food, 30 Minute Timer, Fry Healthier Meals Fast, Heat And Power Indicator Light, Temp Control, Black","Kitchen & Dining","Amazon","1","AMZ","42.01","18.00","7,940","333,559.40","332","4.5","2,998","482","10.5x14.2x10.2","7.37","Small Oversize","8","03/04/2020",,
"0316382000","Visit Amazon's Peter Brown Page","The Wild Robot (The Wild Robot, 1)","Books","Amazon","24","AMZ","8.99","6.00","2,110","18,968.90","695","5","1,931","370","5.2x7.6x0.9","0.52","Large Standard-Size","1","n/a",,
"B072BJPMNQ","LuxClub","LuxClub 6 PC Sheet Set Bamboo Sheets Deep Pockets 18' Eco Friendly Wrinkle Free Sheets Hypoallergenic Anti-Bacteria Machine Washable Hotel Bedding Silky Soft - Light Plum Full","Home & Kitchen","123Install","1","FBA","31.95","10.00","49,155","1,570,502.25","13","4.5","29,878","6853","9.8x11.1x3.8","3.2","Large Standard-Size","6","n/a",,
"1432864092","Visit Amazon's Tomi Adeyemi Page","Children of Blood and Bone: The Orisha Legacy (Legacy of Orisha)","Books","N/A","n/a","N/A","24.99","0.00",,,"659,789","4.5","6,418","n/a","n/a",,"n/a",,"n/a",,
"B087D744GD","Hotexy","Hotexy Women's Workout Outfit 2 Pieces Seamless Yoga Leggings with Sports Bra Gym Clothes Set","Clothing, Shoes & Jewelry","hotexy_retailer","2","FBA","27.90","8.00","1,291","36,018.90","2,068","4","569","136","6.2x8.9x2.7","0.75","Large Standard-Size","7","09/08/2019",,
"B089KMW14F","($) beaskin","($) Infrared Digital Thermometer for Adults Forehead,BEASKIN Touchless Thermometer for Adults and Kids with LCD Display, Fever Alarm and Memory Recall","($) Industrial & Scientific","($) DAKENG","1","FBA","28.88","6.00","739","21,342.32","2,482","4.5","269","89","4.4x6.9x2.3","0.3","Large Standard-Size","6","06/02/2020",,
"B08C2GZ7HP","($) RONGHU","($) No Touch Digital Infrared Temporal Human Temperature Measuring Forehead for Adults Kids Baby All Ages Fever","($) Industrial & Scientific","($) HONG LIAN HUI","1","FBA","39.99","8.11","1","39.99","548,968","0","0","0","8.0x13.0x7.0","0.37","Large Standard-Size","5","06/30/2020",,
